Dealer_Brand,Dealer_Category,Dealer_State,Dealer_City,Dealer_Pincode,Area_Name,Dealer_Address,FOS_Code,FOS_Name,Static_Mobile,MOBILE_NUMBER,Overall_Txn,Monthly_Avg_txns,DEALER_NAME
Ashapura Cycle Mart,Cycles,Maharashtra,Pune,411014,CHANDAN NAGAR KHARADI PUNE 411014,Sr No 45 Sangharsh Chowk Chandan Nagar Kharadi Pune 411014  Pune Maharashtra,90042080,Amrita Singh,Mobile,A95AF051A3BF98AEB37A1DB6E9920E548482374570F742ECDE4BC78DF278F19D,35,4,Ashapura Cycle Mart 
Mauli Colour Home,Paints And Hardware,Maharashtra,Pune,412105,"CharholiRoad,MhasobaMaharajChowk,CharholiBudruk,PimpriChinchwad,MaharashtraPin-412105In","ShopNo3CharholiBudhrukRoadDabadeWastiNearDabadeSarkarChowk CharholiRoad,MhasobaMaharajChowk,CharholiBudruk,PimpriChinchwad,MaharashtraPin-412105In  PUNE MAHARASHTRA",90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,1,1,Mauli Colour Home
Shri Balaji Tyres,Tyres,Maharashtra,Pune,411038,PUNE,Suervy No F8710 Shop No B K Avenue Aajadi Wadi Kothrud Pune  Pune Maharashtra,No Mapping,No Mapping,REMI Model,,11,2,Shri Balaji Tyres
Mcare Computers,Others,Maharashtra,Pune,412308,NearBhekrainagarBusDepotSaswadRoad,ShopNo21stFloorPawarHeightBhekrainagarPhursungi NearBhekrainagarBusDepotSaswadRoad  PUNE MAHARASHTRA,90043471,Tejas Anil Kumbhar,REMI Model,A5B1DA4AC5B02BFE8B7B3ECED274BDCFDBE3C34D28E07BE3AE2BFC9C5936B8FE,3,1,Mcare Computers
Roaring Fitness,Gyms And Spas,Maharashtra,Pune,411006,PUNE,M S 212 Water Front Kalyani Nagar Yerwada Pune Pune  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,4,1,Roaring Fitness
Victory Alternate Fuel System,Remi Gas Kit,Maharashtra,Pune,411057,NearMatobaAutomobileSpreAndMotorWork,SNo65BlockBShirpathraoGaikwadPath NearMatobaAutomobileSpreAndMotorWork  PUNE MAHARASHTRA,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,2,1,Victory Alternate Fuel System
Firefox Bikes Private Limited,Cycles,Maharashtra,Pune,411004,PUNE,Firefox Bike Station Experience Centre99 Deccan Mall Near Bank Of Maharashtra Deccan Pune  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,2,1,Firefox Bikes Private Limited
Wheel Experts,Tyres,Maharashtra,Pune,411045,Baner Pune Pune Maharashtra,Ground Floor S No 17812 Shop No 8 Tapkir Complex Aundh Baner Link Road Murkute Patil Chowk Baner Pune Pune Maharashtra  Pune Maharashtra,No Mapping,No Mapping,REMI Model,,2,2,Wheel Experts
Kala Sagar Pakhwaj Makers,Musical Instruments,Maharashtra,Pune,410505,ALANDI ROAD Khed City Pune,Hno201 Alandi Road Khed City Pune  Pune Maharashtra,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,3,1,Kala Sagar Pakhwaj Makers
Darshan Tyres,Tyres,Maharashtra,Pune,411028,OPP GOVT FISH FARM,81 2A 5 Laxmi Colony Near Akashwani Kendra Opp Govt Fish Farm Krishna Society Hadapsar Opp Govt Fish Farm  Pune Maharashtra,90043001,Pruthviraj Anna Waghmode,Mobile,D0951646F65B65E0D61F40CF34198625204FD2F17F8B3C59DFD6B57094260660,12,2,Darshan Tyres
Bhandari Tyres,Tyres,Maharashtra,Pune,411019,B WING SHOP NO 51 PURNA NAGAR CHIKHALI ROAD CHINCHWAD PUNE 411019,B Wing Shop No 51 Purna Nagar Chikhali Road Chinchwad Pune 411019 B Wing Shop No 51 Purna Nagar Chikhali Road Chinchwad Pune 411019  Pune Maharashtra,90041457,Afroj Mastan Shaikh,Mobile,9D0ACE5F027065DBAB56B2C4769206997AA74AFECD8EE102E9D8AAB01A254F53,15,2,Bhandari Tyres
Happy Wheels,Tyres,Maharashtra,Pune,411002,NEW GANESH ROAD BUDHWAR PETH,742 New Ganesh Road Budhwar Peth Pune 411002 New Ganesh Road Budhwar Peth  Pune Maharashtra,No Mapping,No Mapping,REMI Model,,7,2,Happy Wheels
Jay Maruti Computers,Others,Maharashtra,Pune,411030,Paru Gate Road Pune Pune,Shop No10 Eiffel Square Paru Gate Road Pune Pune  PUNE MAHARASHTRA,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,8,2,Jay Maruti Computers
Swastik Cycle,Cycles,Maharashtra,Pune,411006,PUNE,Shop No 7 Khedekar Chembar Alandi Road Yerwada Pune Pune  Pune Maharashtra,No Mapping,No Mapping,REMI Model,,8,2,Swastik Cycle
Lawrence And Mayo,Eyewear,Maharashtra,Pune,240520,DILSUKHNAGAR HYDERABAD,16 11 741 4 1 Gaddiannaram Dilsukhnagar Hyderabad  Pune,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,16,2,Per Opticals Pvt Ltd 
A K Battery And Invertor,Power Backup,Maharashtra,Pune,412105,11032 MILKAT NO 2589 ALANDI PUNE,SHOP NO 2 GROUND FLOOR SIDDESHWAR SANKUL 11032 MILKAT NO 2589 ALANDI PUNE  PUNE MAHARASHTRA,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,27,5,A K Battery And Invertor
New S R Tyres,Tyres,Maharashtra,Pune,411028,PUNE SOLAPUR ROAD PUNE PUNE,Hno341 Hno341 Laxmi Colony Pune Solapur Road Pune Pune  Pune Maharashtra,90043001,Pruthviraj Anna Waghmode,Mobile,D0951646F65B65E0D61F40CF34198625204FD2F17F8B3C59DFD6B57094260660,167,16,New S R Tyres
Jay Bhole Tyres,Tyres,Maharashtra,Pune,411028,HADAPSAR Maharashtra,Nitin Heights Shop No 1 Jay Bhole Tyres Pune Solapur Road Hadapsar Maharashtra  Pune Maharashtra,90043001,Pruthviraj Anna Waghmode,Mobile,D0951646F65B65E0D61F40CF34198625204FD2F17F8B3C59DFD6B57094260660,36,4,Jay Bhole Tyres
S R Trading Corporation,Cycles,Maharashtra,Pune,412105,PUNE,Moshi Oppvikrant Nursery Pune Nashik Highway Road Gat No589 Moshi Alandi Pune Maharashtra Pune  Pune Maharashtra,90044027,Laxman Maske,Mobile,A27F856A2943AEA4FCA0C06A5A22705CA08A8417375B061314E08586A3087F43,15,2,S R Trading Corporation 
Kashmir Auto Cycles,Cycles,Maharashtra,Pune,411021,OPPOSITE BANK OF MAHARASHTRA,S N 121 2 Shop No 6 Alankapuri Society Pashan Sus Road Opposite Bank Of Maharashtra  Pune Maharashtra,90050324,Bhushan Mahadev Sonagre,REMI Model,4B046609ECA467CBC9C3A2F9CD3E5BBED48846A762869594605FFDB50F89BF34,20,2,Kashmir Auto Cycles
Tyre Planet,Tyres,Maharashtra,Pune,411013,NEAR YASH HONDA SHOWROOM,Shop No 15 Amar Preet Co Op Society Pune Solapur Road Near Yash Honda Showroom Pune Near Yash Honda Showroom  Pune Maharashtra,No Mapping,No Mapping,REMI Model,,23,3,Tyre Planet
Jade Blue,Apparels,Maharashtra,Pune,411001,CHURCH ROAD CAMP,Nucleus Mall Opp Gpo Church Road Camp  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,1,1,Jade Blue Lifestyle India Ltd 
EKDANT TYRES,Tyres,Maharashtra,Pune,411047,,NA,No Mapping,No Mapping,REMI Model,,1,1,EKDANT TYRES
Gopaljee Car Decor,Car Accessories / Auto Ancillaries,Maharashtra,Pune,412307,HANDEWADI ROAD,Handewadi Road Handewadi Road  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,10,2,Gopaljee Car Decor
Spykar,Apparels,Maharashtra,Pune,411004,SEJAL APPARELS JM ROAD SHOP NO 1 1A VYAS VERTEX JM ROAD PUNE,Sejal Apparels Jm Road Shop No 1 1A Vyas Vertex Jm Road Pune Sejal Apparels Jm Road Shop No 1 1A Vyas Vertex Jm Road Pune  Pune Maharashtra,90050324,Bhushan Mahadev Sonagre,REMI Model,4B046609ECA467CBC9C3A2F9CD3E5BBED48846A762869594605FFDB50F89BF34,18,3,Spykar Lifestyles Pvt Ltd 
Ketan Enterprises,Small Appliances,Maharashtra,Pune,411042,581 GHORPADA PETH LAXMI NARAYANI COMPLEX KHADAK MAL AALI PUNE 411042,581 Ghorpada Peth Laxmi Narayani Complex Khadak Mal Aali Pune 411042 581 Ghorpada Peth Laxmi Narayani Complex Khadak Mal Aali Pune 411042  Pune Maharashtra,No Mapping,No Mapping,REMI Model,,5,3,Kushal Threads
Divity Pune,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411014,TuljabhavaniNagarKharadiPune,GroundFloorShopNo1GaikwadNivas TuljabhavaniNagarKharadiPune  PUNE MAHARASHTRA,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,4,2,Divity Pune
Saregama Music And Toy Shop,Small Appliances,Maharashtra,Pune,411001,MG ROAD CAMP PUNE,Sr No 926 Ashok Vijay Complex Shop No 6 Mg Road Camp Pune  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,7,1,Saregama Music And Toy Shop
Goodluck Battery And Invertorpune,Power Backup,Maharashtra,Pune,411028,nammudra Complex,Serve No 15 Shop No 1 Solapur Pune Highway Nammudra Complex  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,3,2,Goodluck Battery And Invertor pune
Titan,Watches,Maharashtra,Pune,411005,PUNE,1186 Motwani Chamber Opposites Tanishq Showroom Jm Road Pune Pune  Pune Maharashtra,90050324,Bhushan Mahadev Sonagre,REMI Model,4B046609ECA467CBC9C3A2F9CD3E5BBED48846A762869594605FFDB50F89BF34,4,2,Titan Company Limited 
J P Cycle,Cycles,Maharashtra,Pune,411017,,NA,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,4,2,J P Cycle
Shivam Auto Gas,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411015,DHANORI ROAD PUNE PUNE,Shopno13 Ground Floor Lokpriya Nagari Vishwanath Coop Commercial Pse Dhanori Road Pune Pune  Pune Maharashtra,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,3,2,Shivam Auto Gas
Pashankar Tyres,Tyres,Maharashtra,Pune,411021,SHOP NO 3 4 SR NO 120 HISSA NO 1 PASHAN SUS ROAD VISHAVKARAMA NAGAR,Shop No 3 4 Sr No 120 Hissa No 1 Pashan Sus Road Vishavkarama Nagar Shop No 3 4 Sr No 120 Hissa No 1 Pashan Sus Road Vishavkarama Nagar  Pune Maharashtra,90043471,Tejas Anil Kumbhar,REMI Model,A5B1DA4AC5B02BFE8B7B3ECED274BDCFDBE3C34D28E07BE3AE2BFC9C5936B8FE,8,2,Pashankar Tyres
Pratik Enterprises,Tyres,Maharashtra,Pune,411040,WANAWADI,S No 44 Wanwadi Pune Wanawadi  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,5,2,Pratik Enterprises
M I Enterprises,Others,Maharashtra,Pune,411014,SHANTARAM DAIRY FARM PUNE PUNE,Gatno13443 Viman Nagar Shantaram Dairy Farm Pune Pune  Pune Maharashtra,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,8,2,M I Enterprises
Shree Krushna Car Decor,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411027,S NO 51 1 1 VINAYAK NAGAR PIMPDE GURAV PIMPDE PUNE 411027,S No 51 1 1 Vinayak Nagar Pimpde Gurav Pimpde Pune 411027 S No 51 1 1 Vinayak Nagar Pimpde Gurav Pimpde Pune 411027  Pune Maharashtra,90063671,Aayan Shaikh,Mobile,B40D25C7172EC3C171C649C392387129A6A7C4B8504DE4B4770D3608A9B1550C,16,2,Shree Krushna Car Decor
Jai Ganesh Wheel Care,Tyres,Maharashtra,Pune,411048,Telekar Nagar Near Shre Ram Statue,Shop No 2 Anant Building Telekar Nagar Near Shre Ram Statue  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,15,2,Jai Ganesh Wheel Care
Pavan Car Accessories,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411058,PUNE,Yash Complex Beside Rajmudra Hotel Mumbai Banglor Highway Warje Pune  Pune Maharashtra,90043471,Tejas Anil Kumbhar,REMI Model,A5B1DA4AC5B02BFE8B7B3ECED274BDCFDBE3C34D28E07BE3AE2BFC9C5936B8FE,6,2,Pavan Car Accessories
Hype Casual Wear,Apparels,Maharashtra,Pune,411030,1539 SHOP NO 5 NERA MAHARASHTRA MANDAL TILAK ROAD SADASHIV PETH,1539 Shop No 5 Nera Maharashtra Mandal Tilak Road Sadashiv Peth 1539 Shop No 5 Nera Maharashtra Mandal Tilak Road Sadashiv Peth  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,4,1,Hype Casual Wear
Sunil Tyres And Services,Tyres,Maharashtra,Pune,411058,PUNE,Jaiswal Buliding Sr No 108 1 A Shop No 1 Near Rmd Collagre Warje Pune Pune  Pune Maharashtra,90040942,Deepak Kushawah,Mobile,89B7416FD88796C4773B70C2CABDBC55637B2A745222CCD90D4F3B1457A9DB42,18,3,Sunil Tyres And Services
Vmg Natural Water Purifier,Small Appliances,Maharashtra,Pune,412110,KALEWADI GAON KALEWADI,SHOP NO 5 CHATRAPATI SAMBHAJI MAHARAJ CHOWK KALEWADI GAON KALEWADI  PUNE MAHARASHTRA,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,2,2,Vmg Natural Water Purifier
Darshan Tyres,Tyres,Maharashtra,Pune,411014,NOVOTEL HOTEL,Shop No 3 Shrishti Centre Ramwadi Pune Nagar Rd Opp Hotel Novatel Pune 411014 Novotel Hotel  Pune Maharashtra,90042080,Amrita Singh,Mobile,A95AF051A3BF98AEB37A1DB6E9920E548482374570F742ECDE4BC78DF278F19D,24,3,Darshan Tyres
Electric Power,Power Backup,Maharashtra,Pune,411060,Opp Union Bank Bishops School Undri,Electric Power Opp Union Bank Bishops School Undri  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,2,1,Electric Power
Max Fashion,LFR,Maharashtra,Pune,411042,MEERA HOSPITAL SHANKAR SETH ROAD PUNE 411042 MAHARASHTRA,Kumar Pacific Mall Unit No 5067 Fp Cts 42 43 Shankar Seth Road Gultekdi Opposite Meera Hospital Shankar Seth Road Pune 411042 Maharashtra  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,3,1,Lifestyle International Pvt Ltd 
Shahi Dhaga,Others,Maharashtra,Pune,411017,,NA,90050324,Bhushan Mahadev Sonagre,REMI Model,4B046609ECA467CBC9C3A2F9CD3E5BBED48846A762869594605FFDB50F89BF34,2,2,Shahi Dhaga
D B Sales,Power Backup,Maharashtra,Pune,411060,HANDEWADI KATRAJ BYPASS UNDRI GAON Maharashtra,Mahalaxmi Classic Complex Shop No7 8 9 Handewadi Katraj Bypass Undri Gaon Maharashtra  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,6,2,D B Salesna
Kalanjali Silk & Sarees,Apparels,Maharashtra,Pune,411030,PUNE MAHARASHTRA,911 Sadashiv Peth Shop No 001 Office No 002 Pune Maharashtra  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,1,1,Kalanjali Silk & Sarees
Sagar Sihllai Machine,Small Appliances,Maharashtra,Pune,410506,PUNE,Talegaon Somawar Peth Near Unkule Hospital Talegaon Dhabhade Mawal Pune Pune  Pune Maharashtra,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,9,2,Sagar Sihllai Machine
Radhika Cables And Switch Gear,Small Appliances,Maharashtra,Pune,411017,ARYA SAMAJ CHOWK,Near Rly Stn Arya Samaj Chowk Pimpri Pune 411017 Arya Samaj Chowk  Pune Maharashtra,90051446,Dhanashri Kshirsagar,Mobile,519139768A4220218B99E118FF33AB0462040A3C99F8C9FE6DEB84BEB3D99F06,28,4,Radhika Cables And Switch Gears
Smart Bazaar,LFR,Maharashtra,Pune,411019,PART 241 PART VILLAGE CHINCHWAD PCMC PUNE 411019,Per Plaza Cts No 4510 Part 4513 Part S No 240 Part 241 Part Village Chinchwad Pcmc Pune 411019  Pune Maharashtra,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,56,6,Reliance Retail Limited 
Priya Cycle City,Cycles,Maharashtra,Pune,411048,BUILDING C1 SURVEY NO 1A 1 2 SHOP NO 2 BRAMHA ESTATE NR JYOTI HOTEL KONDHAWA RD PUNE 411048,Building C1 Survey No 1A 1 2 Shop No 2 Bramha Estate Nr Jyoti Hotel Kondhawa Rd Pune 411048 Building C1 Survey No 1A 1 2 Shop No 2 Bramha Estate Nr Jyoti Hotel Kondhawa Rd Pune 411048  Pune Maharashtra,No Mapping,No Mapping,REMI Model,,10,2,Priya Cycle City
Shlok Enterprises,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411002,Pune Maharashtra,Ridhi Sidhi Apartment 7 Upper Ground Floor Nana Peth Pune Maharashtra  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,20,3,Shlok Enterprisesna
Dhone Tyre Service,Tyres,Maharashtra,Pune,411037,PUNE,S No 537 64 Plot No 2 Soniya Chember Market Yard Pune Pune  Pune Maharashtra,90050139,Ramesh Vasantrao Masal,Mobile,5F839A7BE699169F51F0C25FCF2FDD961FDF9DF6CAE576E20BCD01E14A751EC7,23,3,Dhone Tyre Service
Just In Time,Watches,Maharashtra,Pune,411033,PCMC LINK RD PIMPRI CHINCHWAD PUNE,Unit No11 And 12 Ground Flr Elpro City Square Pcmc Link Rd Pimpri Chinchwad Pune  Pune Maharashtra,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,125,13,Just In Time Trading Pvt Ltd
Samar Cycle,Cycles,Maharashtra,Pune,411047,PUNE,Sr No 280 Near Gitai Lawans Sathe Wasti Lohagaon Pune Pune  Pune Maharashtra,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,8,2,Samar Cycle
Prestige Smart Kitchen,Small Appliances,Maharashtra,Pune,411009,SINGHAD ROAD NEAR PU LA DESHPANDE PARK PARVATI PUNE,Kanchan Heights Old Big Bazar Complex Singhad Road Near Pu La Deshpande Park Parvati Pune  Pune Maharashtra,90041722,Shubham Uttamrao Sunewad,REMI Model,CB387F26632CECE3DC6B9E5F2C2253E57E6E2DABD3333CED6E015894CBEC6C7B,6,2,Ttk Prestige Ltd
Swarajya Cycle Company,Cycles,Maharashtra,Pune,411015,Pune Alandi Road,Shop No 1 And 2 Pune Alandi Road  Pune Maharashtra,No Mapping,No Mapping,REMI Model,,23,3,Swarajya Cycle Company
New Balaji Car Decor,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411014,PUNE NAGAR ROAD KHARADI PUNE,Survey No 432 Pathare Mala Near Darga Pune Nagar Road Kharadi Pune  Pune Maharashtra,90049260,Santosh Mahadeo Puri,Mobile,00A5C4E9D0AA66971071353C22A79009002417F3EDFA75CE8C45E2A84F492737,19,2,New Balaji Car Decor
Sai Car Decor,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411037,Mukund Nagar,Shop 04 Ankur Park 2 Mukund Nagar  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,6,2,Sai Car Decor
Deccan Car Studio,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411030,PUNE,Tilak Raod Shukrawar Peth Pune Pune  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,5,2,Deccan Car Studio
B U BHANDARI AUTO PVT LTD,Vehicle Care / Servicing,Maharashtra,Pune,411008,,NA,90043471,Tejas Anil Kumbhar,REMI Model,A5B1DA4AC5B02BFE8B7B3ECED274BDCFDBE3C34D28E07BE3AE2BFC9C5936B8FE,1,1,B U BHANDARI AUTO PVT LTD
Pratik Tyers,Tyres,Maharashtra,Pune,411047,Srno295/1,Shop2Nimbalkarnagar Srno295/1  Pune Maharashtra,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,6,2,Pratik Tyers
Car Craze Accessories,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411060,Undri Pune Pune Maharashtra,Shop Noab La Foyer La Foyer Near Hillgreen School Near Hillgreen School Undri Pune Pune Maharashtra  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,6,2,Car Craze Accessoriesna
Surya Gas Geyser Sales And Services,Small Appliances,Maharashtra,Pune,411018,MULSHI PUNE Maharashtra,Chikhalagaon H No 547 Chikhalgaon Mulshi Mulshi Pune Maharashtra  Pune Maharashtra,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,15,3,Surya Gas Geyser Sales And Servicesna
SUNRAY ENERGY,Power Backup,Maharashtra,Pune,411027,,NA,No Mapping,No Mapping,REMI Model,,0,0,SUNRAY ENERGY
B U BHANDARI AUTO PVT LTD,Vehicle Care / Servicing,Maharashtra,Pune,411008,,NA,90043471,Tejas Anil Kumbhar,REMI Model,A5B1DA4AC5B02BFE8B7B3ECED274BDCFDBE3C34D28E07BE3AE2BFC9C5936B8FE,0,0,B U BHANDARI AUTO PVT LTD
Bata,Footwear,Maharashtra,Pune,411014,BEHINDBAKERGAUGE VIMANANAGARROAD PUNE 411014,Unitf 18 1Stfloor Phoenixmarketcity Surveyno 207 Behindbakergauge Vimananagarroad Pune 411014  Pune Maharashtra,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,1,1,Bata India Pvt Ltd 
SAANVI AQUATECH,Water Purifier,Maharashtra,Pune,411017,,NA,No Mapping,No Mapping,REMI Model,,0,0,SAANVI AQUATECH
Tyres Lounge,Tyres,Maharashtra,Pune,412114,PUNE,H No 126 No A Dehu Alandi Road Talwade Pune Pune  Pune Maharashtra,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,1,1,Tyres Lounge
B U BHANDARI AUTO PVT LTD,Vehicle Care / Servicing,Maharashtra,Pune,411001,,NA,90043471,Tejas Anil Kumbhar,REMI Model,A5B1DA4AC5B02BFE8B7B3ECED274BDCFDBE3C34D28E07BE3AE2BFC9C5936B8FE,0,0,B U BHANDARI AUTO PVT LTD
SHREE MAHAKAL ELECTRONICS,Small Appliances,Maharashtra,Pune,412105,,NA,No Mapping,No Mapping,REMI Model,,0,0,SHREE MAHAKAL ELECTRONICS
My Car Doctor,Vehicle Care / Servicing,Maharashtra,Pune,410501,PuneNashikHighway,ShopNo1NanekarwadiNearAlandiPhata PuneNashikHighway  PUNE MAHARASHTRA,90050324,Bhushan Mahadev Sonagre,REMI Model,4B046609ECA467CBC9C3A2F9CD3E5BBED48846A762869594605FFDB50F89BF34,1,1,My Car Doctor
Purva Marketing,Small Appliances,Maharashtra,Pune,411061,PUNE,Ground Floor Goyal Niketan Niwas Omkar Coleny Pimple Gurav Pune  Pune Maharashtra,90050324,Bhushan Mahadev Sonagre,REMI Model,4B046609ECA467CBC9C3A2F9CD3E5BBED48846A762869594605FFDB50F89BF34,1,1,Purva Marketing
R K Corp,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411057,VINODE VASTI MARUNJI RD WAKAD Pune Maharashtra,Ground Floor Shop Noa 09 Sr No 771 781 And 782 Adora Opp Jogeshwari Misal Vinode Vasti Marunji Rd Wakad Pune Maharashtra  Pune Maharashtra,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,2,1,R K Corpna
Sailee Electrical And Solar System,Power Backup,Maharashtra,Pune,412101,PUNE,Flat No 403 Sr No Svasti Aruram Dehuroad Pune Pune  Pune Maharashtra,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,1,1,Sailee Electrical And Solar System
Speed Printer Solutions,Small Appliances,Maharashtra,Pune,411030,PuneMarathiGranthalayNarayanPeth,Shopno1Datesadanappartment Punemarathigranthalaynarayanpeth  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,1,1,Speed Printer Solutions
Batt Power Company,Power Backup,Maharashtra,Pune,411040,SHOP NO 5 SAIRAJ BUILDING LULLANAGAR KONDHWA PUNE 411040,Shop No 5 Sairaj Building Lullanagar Kondhwa Pune 411040 Shop No 5 Sairaj Building Lullanagar Kondhwa Pune 411040  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,3,2,Batt Power Company
Tiptop Metals,Small Appliances,Maharashtra,Pune,411019,CHINCHWAD PUNE Maharashtra,Koyanagar Pl Sdc A Uttam Corner Sect 19 Shop 6 Chinchwad Pune Maharashtra  Pune Maharashtra,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,4,4,Tiptop Metalsna
Kohinoor Batteries,Power Backup,Maharashtra,Pune,412207,Nr Lifeline Hospital,Shop No 3 Shriram Niwas Nr Lifeline Hospital  Pune Maharashtra,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,2,1,Kohinoor Batteries
ADITRONICS POWER SYSTEMS,Power Backup,Maharashtra,Pune,411041,,NA,No Mapping,No Mapping,REMI Model,,0,0,ADITRONICS POWER SYSTEMS
